id,VehicleModel,VehicleBody
2813,L200,Pick-Up With Cargo Body
2814,L300,Freezer Van
2815,L300,Mini Bus
2816,L300,Van
2817,L300 With Freezer,Pick/Up
2818,L300 With Freezer,Van With Refrigerator
2819,Lancer,Saloon
2820,Lancer Evolution,Saloon
2821,Lancer Evolution,Sedan
2822,Lancer Ex,Saloon
2823,Lancer Fortis,Saloon
2824,Lancer Fortis,Sedan
2825,Magna,Saloon
2826,Mirage,Saloon
2827,Mirage,Sedan
2828,Montero,SUV
2829,Montero Sport,SUV
2830,Nativa,SUV
2831,Outlander,SUV
2832,Pajero,SUV
2833,Pajero Io,Station
2834,Pajero Io,Station Wagon
2835,Pajero Io,SUV
2836,Pajero Sport,Station
2837,Pajero Sport,SUV
2838,Recovery+car Carrier,Car Recovery+Carrier
2839,Recovery+car Carrier,Others
2840,Rosa,Bus
2841,Rosa Bus,Unknown
2842,Space Wagon,Station
2843,Space Wagon,SUV
2844,Space Wagon,Van
2845,Tanker,Sewage Tanker
2846,Truck,Diesel Truck
2847,Aero 8,Coupe
2848,Plus 4,Convertible
2849,Roadster,Coupe
2850,V7 Ii,Mobike
2851,Brutale Dragster,Mobike
2852,2400,Pick-Up With Double Cabin
2853,350z,Convertible
2854,350z,Coupe
2855,370z,Convertible
2856,370z,Coupe
2857,Altima,Saloon
2858,Altima,Sedan
2859,Altima 2.5,Coupe
2860,Altima 2.5,Saloon
2861,Altima 3.5,Coupe
2862,Altima 3.5,Saloon
2863,Altima 3.5,Sedan
2864,Altima2.5,Saloon
2865,Altima2.5,Sedan
2866,Armada,SUV
2867,Blue Bird,Bus
2868,Blue Bird,Saloon
2869,Cabstar,Pick-Up
2870,Cedric,Saloon
2871,Cedric,Sedan
2872,Chaasis,Truck
2873,Civilian,Bus
2874,Civillian Bus,Bus
2875,Diesel Freezer,Refrigerator
2876,E25,Chiller Van
2877,E25,Freezer Van
2878,E25,MPV
2879,E25,Van
2880,Frontier,Pick-Up
2881,Gloria,Saloon
2882,Gtr,Coupe
2883,Gt-R,Saloon
2884,Hpv Van,MPV
2885,Hpv Van,Refrigerator Van
2886,Juke,Hatchback
2887,Juke,Unknown
2888,Ka24,Pick-Up
2889,Kicks,SUV
2890,Laurel,Saloon
2891,Leaf,Electric Car
2892,Maxima,Saloon
2893,Maxima,Sedan
2894,Maxima,Unknown
2895,Maxima,Van
2896,Micra,Hatchback
2897,Micra,Unknown
2898,Micro Bus,Mini Bus
2899,Mkd210lhhc,Truck
2900,Mkd210lhhc,Truck With Crane
2901,Mt,Pick-Up
2902,Murano,SUV
2903,Murano,Unknown
2904,Navara,Pick-Up Double Cabin
2905,Navara,Unknown
2906,Nu41h5,Diesel Truck
2907,Nu41h5,Pick-Up
2908,Nv350 Urvan,Mini Bus
2909,Pathfinder,SUV
2910,Patrol,SUV
2911,Patrol P/Up,SUV
2912,Primera,Saloon
2913,Qashqai,SUV
2914,Qashqai,Unknown
2915,Quest,SUV
2916,Rich,Pick-Up
2917,Rogue,SUV
2918,Sentra,Saloon
2919,Sentra,Sedan
2920,Skyline,Saloon
2921,Skyline,Sedan
2922,Stanza,Sedan
2923,Std,Coupe
2924,Std,Double Cabin P/Up
2925,Std,Pick-Up
2926,Sunny,Sedan
2927,Tadano,Wheel Loader
2928,Terrano 4wd,Station Wagon
2929,Tiida,Hatchback
2930,Titan,Pick-Up
2931,Truck,Oil Tanker
2932,Ud Truck,Tipper Truck
2933,Ud Truck,Truck
2934,Ud Truck,Truck Head
2935,Ud Truck,Truck With Crane
2936,Unknown,Pick Up
2937,Urvan,Freezer Van
2938,Urvan,Mini Bus
2939,Urvan,Panel Van
2940,Urvan,Van
2941,Van,Refrigerator Van
2942,Van 3s,Van
2943,Van 6s,Van
2944,Versa,Hatchback
2945,Versa,Saloon
2946,Versa,Sedan
2947,Versa,Unknown
2948,X Terra,SUV
2949,X Trail,SUV
2950,Xterra,SUV
2951,X-Terra,SUV
2952,X-Trail,SUV
2953,Yu 41,Pick-Up
2954,Yumsun,Station Wagon
2955,Yumsun,SUV
2956,Z 350,Coupe
2957,Z 350,Saloon
2958,Z 350,Sedan
2959,Z 350,Unknown
2960,Z 370,Coupe
2961,Zhengzhou,Double Cabin P/Up
2962,Zhengzhou,Pick-Up
2963,Zx,Coupe
2964,Antara,SUV
2965,Astra,Coupe
2966,Astra,Hatchback
2967,Astra,Saloon
2968,Astra,Sedan
2969,Astra Cosmo,Saloon
2970,Astra Cosmo,Sedan
2971,Astra Gtc,Coupe
2972,Astra Opc,Coupe
2973,Cascada,Convertible
2974,Cascada,Coupe
2975,Corsa,Coupe
2976,Corsa,Hatchback
2977,Corsa,Sedan
2978,Insignia,Sedan
2979,Meriva,Hatchback
2980,Mokka,SUV
2981,Mokka  X,SUV
2982,Zafira,Hatchback
2983,Zafira,MPV
2984,Zonda 760g,Coupe
2985,Zonda C8,Coupe
2986,Asphalt,Paver
2987,206,Cabriolet
2988,206,Coupe
2989,206,Hatchback
2990,206,Saloon
2991,206,Sedan
2992,207,Cabriolet
2993,207,Coupe
2994,207,Hatchback
2995,207,Saloon
2996,207,Sedan
2997,208,Hatchback
2998,208,Saloon
2999,208,Sedan
3000,301,Saloon
3001,301,Sedan
3002,306,Sedan
3003,307,Cabriolet
3004,307,Coupe
3005,307,Hatchback
3006,307,Saloon
3007,307,Sedan
3008,307,Station
3009,307,Unknown
3010,308,Cabriolet
3011,308,Hatchback
3012,308,Saloon
3013,308,Sedan
3014,406,Saloon
3015,407,Coupe
3016,407,Saloon
3017,407,Sedan
3018,407,Unknown
3019,408,Saloon
3020,408,Sedan
3021,508,Saloon
3022,508,Sedan
3023,607,Saloon
3024,607,Sedan
3025,2008,Hatchback
3026,2008,Station Wagon
3027,2008,SUV
3028,3008,SUV
3029,5008,MPV
3030,5008,Station Wagon
3031,5008,SUV
3032,170 C Van,MPV
3033,206 Cc,Coupe
3034,206 Cc,Unknown
3035,207 Cc,Coupe
3036,207 Rc,Coupe
3037,307 Cc,Coupe
3038,307 Cc,Sedan
3039,307 Sw,Estate
3040,307 Sw,Saloon
3041,308 Cc,Coupe
3042,308 Rcz,Coupe
3043,308 Sw,Saloon
3044,308 Sw,Sedan
3045,407 Coupe,Coupe
3046,Boxer,Mini Bus
3047,Boxer,Van
3048,Expert,Van
3049,Partner,Freezer Van
3050,Partner,MPV
3051,Partner,Panel Van
3052,Partner,Van
3053,Partner,Window Van
3054,Partner B9,MPV
3055,Partner Combi,MPV
3056,Rcz,Coupe
3057,Traveller,Van
3058,Ranger Rzr,Mobike
3059,Firebird,Coupe
3060,Solstice,Coupe
3061,Star Chief,Coupe
3062,911,Cabriolet
3063,911,Convertible
3064,911,Coupe
3065,918,Coupe
3066,918,Targa
3067,944,Coupe
3068,993,Coupe
3069,996,Coupe
3070,718 Boxster,Convertible
3071,718 Boxster,Coupe
3072,718 Cayman,Coupe
3073,911 Carrera 4s,Coupe
3074,911 Gt2 Rs,Coupe
3075,911 Gt3 Rs,Coupe
3076,911 Gts,Coupe
3077,911 Singer,Coupe
3078,911 Turbo,Coupe
3079,911 Turbo,Coupe\/Cabriolet
3080,911 Turbo,Saloon
3081,911 Turbo S,Coupe
3082,911 Turbo S,Saloon
3083,911t,Coupe
3084,918 Spyder,Coupe
3085,928 S,Coupe
3086,Boxster,Convertible
3087,Boxster,Coupe
3088,Boxster,Saloon
3089,Boxter,Coupe
3090,Boxter,Saloon
3091,Boxter,Sedan
3092,Boxter S,Coupe
3093,Boxter S,Station Wagon
3094,Carrera,Coupe
3095,Carrera,Saloon
3096,Carrera,Sedan
3097,Carrera Gt,Convertible
3098,Carrera Gt,Coupe
3099,Carrera Gt,Saloon
3100,Carrera Gt3,Coupe
3101,Carrera S,Coupe
3102,Carrera S2,Coupe
3103,Cayanne,Station
3104,Cayanne,Station Wagon
3105,Cayanne,SUV
3106,Cayenne,Coupe
3107,Cayenne,Station
3108,Cayenne,SUV
3109,Cayenne Gts,Station Wagon
3110,Cayenne Gts,SUV
3111,Cayenne S,SUV
3112,Cayenne S,Unknown
3113,Cayenne Turbo,SUV
3114,Cayman,Coupe
3115,Cayman,Saloon
3116,Cayman,Station Wagon
3117,Cayman 987,Coupe
3118,Gt3,Sedan
3119,Macan,Station Wagon
3120,Macan,SUV
3121,Macan S,Station Wagon
3122,Macan S,SUV
3123,Macan S,Unknown
3124,Panamera,Coupe
3125,Panamera,Saloon
3126,Panamera,Sedan
3127,Targa,Coupe
3128,Targa,Saloon
3129,Premier Padmini,Sedan
3130,Gen,Saloon
3131,Gen-2,Hatchback
3132,Persona,Saloon
3133,Persona,Sedan
3134,Saga,Sedan
3135,Wira,Sedan
3136,1500,Pick-Up
3137,2500,Pick-Up Double Cab
3138,4.2,SUV
3139,4.2,Unknown
3140,4.4,Station
3141,4.4,Station Wagon
3142,4.4,SUV
3143,4.6,SUV
3144,5,SUV
3145,5,SUV
3146,Autopiography,Station
3147,Autopiography,Station Wagon
3148,Autopiography,SUV
3149,Autopiography,Unknown
3150,Evoque,SUV
3151,Hse,SUV
3152,Sport,SUV
3153,V8,Station Wagon
3154,V8,SUV
3155,Vogue,SUV
3156,Vogue,Unknown
3157,Captur,Saloon
3158,Captur,SUV
3159,Clio,Hatchback
3160,Dokker,Coupe
3161,Dokker,Refrigerator Van
3162,Dokker,Van
3163,Duster,SUV
3164,Fluence,Saloon
3165,Fluence,Sedan
3166,K380,Truck
3167,Kangoo,MPV
3168,Kerax,Truck
3169,Koleos,SUV
3170,Koleos,Unknown
3171,Laguna,Coupe
3172,Laguna,Saloon
3173,Laguna,Sedan
3174,Logan,Panel Van
3175,Logan,Saloon
3176,Logan,Sedan
3177,Logan Van,Coupe
3178,Logan Van,MPV
3179,Logan Van,Pick-Up
3180,Master,Van
3181,Megane,Cabriolet
3182,Megane,Convertible
3183,Megane,Hatchback
3184,Megane,Saloon
3185,Megane,Sedan
3186,Megane Coupe,Coupe
3187,Safrane,Saloon
3188,Safrane,Sedan
3189,Safrane,Unknown
3190,Sandero,Hatchback
3191,Scenic,Sedan
3192,Symbol,Saloon
3193,Symbol,Sedan
3194,Talisman,Sedan
3195,Trafic,MPV
3196,Trafic,Panel Van
3197,Trafic,Van
3198,Twizy,Golf Car
3199,Bentley,Coupe
3200,Bentley,Saloon
3201,Bentley,Sedan
3202,Camargue,Sedan
3203,Corniche,Convertible
3204,Corniche,Sedan
3205,Dawn,Convertible
3206,Ghost,Saloon
3207,Ghost,Sedan
3208,Phantom,Convertible
3209,Phantom,Coupe
3210,Phantom,Saloon
3211,Phantom,Sedan
3212,Silver Shadow,Sedan
3213,Silver Spret,Saloon
3214,Silver Spret,Sedan
3215,Wraith,Coupe
3216,Wraith,Saloon
3217,Wraith,Sedan
3218,75,Sedan
3219,Bird Tbts,Mobike
3220,Bullet,Mobike
3221,Cla-Efi,Mobike
3222,Classic,Mobike
3223,Interceptor,Mobike
3224,D40,Crane
3225,93,Convertible
3226,93,Saloon
3227,3-Sep,Sedan
3228,93 Convertible,Coupe
3229,93 Sedan,Saloon
3230,9-7x,SUV
3231,Samsung Truck,Crane
3232,Sandvik,Excavator
3233,Sandvik,Truck
3234,Crawler Crane,Crane
3235,Stc,Mobile Crane
3236,Stc250,Wheel Crane
3237,Truck Crane,Truck With Crane
3238,G460,Truck
3239,P 360,Truck With Crane
3240,P410,Truck
3241,R124ga6x4nz,Trailer
3242,Tipper Trailer,Tipper Truck
3243,Tractor With Bulk Carrier,Tractor
3244,Truck,Gas Tanker
3245,Truck,Tipper Trailer
3246,Unit,Tipper Truck
3247,Unit,Truck Head
3248,Alhambra,Saloon
3249,Alte,Sedan
3250,Altea,Hatchback
3251,Altea,Saloon
3252,Altea,Sedan
3253,Cordoba,Sedan
3254,Cordoba - Saloon,Sedan
3255,Exeo,Sedan
3256,Ibiza,Hatchback
3257,Ibiza,Saloon
3258,Ibiza,Sedan
3259,Leon,Hatchback
3260,Leon,Saloon
3261,Leon,Sedan
3262,Toledo,Hatchback
3263,Sd22d,Roller
3264,Sd22d,Shovel
3265,Sf30,Forklift
3266,Sly Bus,Bus
3267,Db 4000,Concrete Mixer
3268,Fabia,Estate
3269,Fabia,Hatchback
3270,Fabia,Saloon
3271,Fabia,Sedan
3272,Octavia,Saloon
3273,Rapid,Sedan
3274,Superb,Estate
3275,Superb,Hatchback
3276,Yeti,Station Wagon
3277,Yeti,SUV
3278,Fortwo,Coupe
3279,Actyon,Pick-Up
3280,Chairman,Saloon
3281,Korando,SUV
3282,Korando 4wd.,Jeep
3283,Korando 4wd.,Station Wagon
3284,Korando 4wd.,SUV
3285,Kyron,Station
3286,Kyron,Station Wagon
3287,Kyron,SUV
3288,Rexton,Saloon
3289,Rexton,Station Wagon
3290,Rexton,SUV
3291,Rodius,Van
3292,Tivoli,SUV
3293,Vp2400,Roller
3294,Forkllift,Fork Lift
3295,Rx20-20,Electric Forklift
3296,Brz,Coupe
3297,Forester,Saloon
3298,Forester,Station Wagon
3299,Forester,SUV
3300,Impreaza Turbo,Saloon
3301,Impreaza Turbo,Sedan
3302,Impreza,Hatchback
3303,Impreza,Saloon
3304,Impreza,Sedan
3305,Legacy,Coupe
3306,Legacy,Saloon
3307,Legacy,Sedan
3308,Outback,Saloon
3309,Tribeca,SUV
3310,Wrx,Sedan
3311,Wrx Sti,Sedan
3312,Xv,SUV
3313,Alto,Hatchback
3314,Alto,Saloon
3315,Apv,Freezer Van
3316,Apv,Heavy Van
3317,Apv,MPV
3318,Apv,Panel Van
3319,Apv,Van
3320,Apv Glxat,Station Wagon
3321,Apv Glxat,SUV
3322,Baleno,Hatchback
3323,Balino,Sedan
3324,Carry Wagon,Pick-Up
3325,Carry Wagon,Van
3326,Celerio,Hatchback
3327,Celerio,Saloon
3328,Celerio,Sedan
3329,Ciaz,Sedan
3330,Ertiga,MPV
3331,Grand Vitara,SUV
3332,Gsx 150d,Mobike
3333,Gsx R1000l0,Mobike
3334,Gsx R600,Mobike
3335,Gsx1300,Mobike
3336,Gsx-R750 Lo,Mobike
3337,Ignis,Hatchback
3338,Jimny,Station
3339,Jimny,Station Wagon
3340,Jimny,SUV
3341,Jimny,Unknown
3342,Kizashi,Sedan
3343,Liana,Sedan
3344,Samurai,SUV
3345,Swift,Hatchback
3346,Swift Dzire,Sedan
3347,Sx4,Hatchback
3348,Sx4,Saloon
3349,Sx4,Sedan
3350,Vitara,Station
3351,Vitara,Station Wagon
3352,Vitara,SUV
3353,Vzr 1800,Mobike
3354,Xl7,Station
3355,Xl7,Station Wagon
3356,Xl7,SUV
3357,Tvr 420 Se,Saloon
3358,Crane,Others
3359,Crane 500 Ex,Crane
3360,Tr250,Sedan
3361,Truck Crane Tl250-M,Crane
3362,Truck/Crane Tl300-E,Mobile Crane
3363,Fire Fighting Water Tanker,Tanker
3364,Tanker,Cement Tanker
3365,Tanker,Fuel Tanker
3366,Tanker,Gas Tanker
3367,Tanker,Oil Tanker
3368,Tanker,Trailer
3369,163,Bus
3370,613,Bus
3371,Daewoo K6e6f,Sewarage Tanker
3372,Daewoo K6e6f,Trailer
3373,Daewoo K6e6f,Truck
3374,Daewoo Tractor,Truck Head With Trailer
3375,Daewoo Truck,Tanker
3376,Daewoo Truck,Tipper Truck
3377,Daewoo Truck,Trailer
3378,Daewoo Truck,Trailer Head
3379,Daewoo Truck,Truck Head
3380,Lp 613,Bus
3381,Lp 613/38,Bus
3382,Lp 613/38,Coupe
3383,Lp 613/38,Tipper Truck
3384,Lpo,Bus
3385,Lpo,Unknown
3386,Prima 4438,Truck Head
3387,S.Cabin P/Up,Pick-Up
3388,S.Cabin P/Up,Tipper Truck
3389,Tata 608 P/Up,Pick-Up
3390,Tatra Truck,Trailer Flat
3391,Telecoline P/Up,Pick-Up
3392,Xenon,Pick-Up
3393,Xenon31,Coupe
3394,Xenon31,Double Cabin P/Up
3395,Xenon31,Pick-Up
3396,Fork Lift,Others
3397,Road Sweeper,Sweeper
3398,Ct 1800 S,Mobike
3399,Truck,Dumper
3400,Jumbo,Forklift Wheel
3401,Model S,Hatchback
3402,Model S,Saloon
3403,Model S,Sedan
3404,Model X,SUV
3405,Bk96,Mobike
3406,High Bed,Flat Bed Trailer
3407,Asphalt,Finisher
3408,Sl Finisher,Finisher
3409,Sl Finisher,Pick-Up
3410,Sl Finisher,SUV
3411,86,Coupe
3412,4 Runner,Station Wagon
3413,4 Runner,SUV
3414,4 Runner,Unknown
3415,62 8fd30,Forklift
3416,86 Coupe,Coupe
3417,Alphard,MPV
3418,Alphard,Station Wagon
3419,Aurion,Saloon
3420,Aurion,Sedan
3421,Avalon,Saloon
3422,Avalon,Sedan
3423,Avanza,MPV
3424,Avanza,Unknown
3425,Camry,Saloon
3426,Celica,Coupe
3427,Celica,Sedan
3428,Century,Sedan
3429,Coaster,Bus
3430,Coaster,Heavy Bus
3431,Coaster,Mini Bus
3432,Corolla,Sedan
3433,Corona,Saloon
3434,Cressida,Saloon
3435,Cressida,Sedan
3436,Cressida,Station Wagon
3437,Crown,Saloon
3438,Crown,Sedan
3439,Dyna,Pick-Up
3440,Echo,Hatchback
3441,Echo,Saloon
3442,Echo,Sedan
3443,Fj Cruiser,SUV
3444,Fortuner,SUV
3445,Freezer,Van With Refrigerator
3446,Hiace,Ambulance
3447,Hiace,Chiller Van
3448,Hiace,Freezer Van
3449,Hiace,Mini Bus
3450,Hiace,MPV
3451,Hiace,Panel Van
3452,Hiace,Van
3453,Highlander,Station
3454,Highlander,SUV
3455,Hilux,Freezer Pick-Up
3456,Hilux,Pick-Up
3457,Hilux,Pick-Up Double Cabin
3458,Hilux,Pick-Up Single Cabin
3459,Hilux,Unknown
3460,Hilux P/Up,Pick-Up
3461,Innova,MPV
3462,Iq,Hatchback
3463,Land Cruiser,Pick-Up
3464,Land Cruiser,Pick-Up Double Cabin
3465,Land Cruiser,Station Wagon
3466,Land Cruiser,SUV
3467,Land Cruiser 70,SUV
3468,Land Cruiser P/Up,Pick-Up
3469,Land Cruiser Prado,Jeep
3470,Land Cruiser Prado,Station Wagon
3471,Land Cruiser Prado,SUV
3472,Land Cruiser Prado,Unknown
3473,Prado,SUV
3474,Previa,MPV
3475,Previa,Unknown
3476,Prius,Hatchback
3477,Rav 4,SUV
3478,Rav4,SUV
3479,Rush,SUV
3480,Sequoia,Saloon
3481,Sequoia,Station Wagon
3482,Sequoia,SUV
3483,Sienna,SUV
3484,Solara,Coupe
3485,Surf,Station
3486,Tacoma,Pick-Up
3487,Tercel,Saloon
3488,Tercel,Sedan
3489,Tundra,Pick-Up
3490,Tundra,Pick-Up Double Cabin
3491,Tundra,Unknown
3492,Venza,SUV
3493,Xa,Hatchback
3494,Xa,Saloon
3495,Xa,Sedan
3496,Yaris,Hatchback
3497,Yaris,Saloon
3498,Yaris,Sedan
3499,Zelas,Coupe
3500,Zelas,Saloon
3501,Pipelayer,Pick-Up
3502,20 Ft,Mobile Workshop
3503,20 Ft,Trailer
3504,20 Ft,Trailer Flat
3505,40 Ft,Trailer
3506,40 Ft,Trailer Head
3507,Ast 453,Trailer
3508,Bulk Box,Trailer
3509,Flat Bed,Cement Tanker
3510,Flat Bed,Crusher
3511,Flat Bed,Flat Bed Trailer
3512,Flat Bed,Tipper Trailer
3513,Flat Bed,Tipper Truck
3514,Flat Bed,Trailer
3515,Flat Bed,Trailer Flat
3516,Flat Bed,Trailer With Crane
3517,Lowbed,Trailer
3518,Oil Tanker,Fule Tanker
3519,Oil Tanker,Oil Tanker
3520,Tipper Box,Tipper
3521,Tipper Box,Trailer
3522,Mark 1,Bus
3523,Daytona 675,Mobike
3524,Scram,Mobike
3525,Thruxton,Mobike
3526,Tr3,Saloon
3527,Herald,Sedan
3528,Apache,Mobike
3529,Unknown,Unknown
3530,Shkp50,Loader
3531,Trencher T955iii,Pick/Up
3532,Trencher T955iii,Truck
3533,Freezer Pick Up,Refrigerator
3534,Panel Van,Freezer Van
3535,Gts 300,Scooter
3536,Gts Super,Mobike
3537,Paywelder,Pay Welder
3538,Road Paver,Road Paver
3539,Amarok,Pick-Up
3540,Baywindow,Van
3541,Beetle,Convertible
3542,Beetle,Coupe
3543,Beetle,Hatchback
3544,Beetle,Unknown
3545,Beettle,Coupe
3546,Beettle,Saloon
3547,Beettle,Sedan
3548,Bora,Saloon
3549,Bora,Sedan
3550,Caddy,MPV
3551,Caddy,Unknown
3552,Caddy Kombi,MPV
3553,Caravelle,Van
3554,Cc,Coupe
3555,Cc,Saloon
3556,Cc,Sedan
3557,Combi,Mini Bus
3558,Combi,MPV
3559,Combi,Pick/Up
3560,Crafter,Ambulance
3561,Crafter,MPV
3562,Crafter,Van
3563,Eos,Convertible
3564,Eos,Coupe
3565,Eos Conv,Coupe
3566,Golf,Hatchback
3567,Golf,Unknown
3568,Golf Gti,Hatchback
3569,Golf Gti,Saloon
3570,Golf Gti,Sedan
3571,Golf Gti,Unknown
3572,Golf Plus,Hatchback
3573,Golf R,Hatchback
3574,Golf R,Saloon
3575,Golf R32,Hatchback
3576,Golf R32,Saloon
3577,Golf R32,Sedan
3578,Jetta,Saloon
3579,Jetta,Sedan
3580,Lt 46 Van,MPV
3581,Lt 46 Van,Van
3582,M.P.V,MPV
3583,M.P.V,Pick-Up
3584,Multi Van (S/W),MPV
3585,Multi Van (S/W),Station Wagon
3586,Multi Van (S/W),Van
3587,Multivan,MPV
3588,Passat,Coupe
3589,Passat,Saloon
3590,Passat,Sedan
3591,Passat Cc,Saloon
3592,Passat Cc,Sedan
3593,Phaeton,Sedan
3594,Polo,Hatchback
3595,Polo,Saloon
3596,Polo,Sedan
3597,Routan,Sedan
3598,Scirocco,Coupe
3599,Scirocco,Hatchback
3600,Scirocco,Sedan
3601,Space Fox,Sedan
3602,T 4,P/Up With Box
3603,T6 Transporter,Van
3604,Tiguan,SUV
3605,Tiguan,Unknown
3606,Touareg,SUV
3607,Touareg,Unknown
3608,Touran,Station
3609,Touran,SUV
3610,Transporter,Freezer Van
3611,Transporter,MPV
3612,Transporter,Panel Van
3613,Transporter,Van
3614,Vento,Sedan
3615,850,Saloon
3616,B7r,Bus
3617,Backhoe,Backhoe Loader
3618,Bl 61,Shovel
3619,Bl 61,Shovel Execavator
3620,C 30,Coupe
3621,C30,Hatchback
3622,C30,Saloon
3623,C70,Cabriolet
3624,C70,Convertible
3625,C70,Coupe
3626,C70,Saloon
3627,F 16,Trailer
3628,F L 6,Truck
3629,F10,Trailer
3630,F10,Truck
3631,F12,Tipper Trailer
3632,F12,Trailer
3633,F12,Truck
3634,F12,Truck With Crane
3635,Fh 10,Trailer
3636,Fh 400,Trailer
3637,Fh 400,Truck
3638,Fh 420,Trailer
3639,Fh 460,Truck
3640,Fh12,Cement Tanker
3641,Fh12,Flat Bed Trailer
3642,Fh12,Sewage Tanker
3643,Fh12,Tanker
3644,Fh12,Tipper Truck
3645,Fh12,Tractor
3646,Fh12,Trailer
3647,Fh12,Trailer Head
3648,Fh12,Trailer With Crane
3649,Fh12,Truck
3650,Fh12,Truck Head
3651,Fh12,Truck With Crane
3652,Fh440,Coupe
3653,Fh440,Heavy Truck
3654,Fh440,Tipper Trailer
3655,Fh440,Tipper Truck
3656,Fh440,Trailer
3657,Fh440,Trailer Head
3658,Fh440,Trailer Truck
3659,Fh440,Trailer With Crane
3660,Fh440,Truck
3661,Fh440,Truck Head With Trailer
3662,Fh440(6x4),Tanker
3663,Fh440(6x4),Tipper/Trailer
3664,Fh440(6x4),Tractor
3665,Fh440(6x4),Tractor Head
3666,Fh440(6x4),Trailer
3667,Fh440(6x4),Trailer Head
3668,Fh440(6x4),Trailer With Crane
3669,Fh440(6x4),Truck
3670,Fh440(6x4),Truck Head
3671,Fl 10,Trailer
3672,Fl 10,Trailer Flat
3673,Fl 10,Truck With Crane
3674,Fm 10,Truck
3675,Fm400,Diesel Tanker
3676,Fm400,Gas Tanker
3677,Fm400,Truck Head
3678,Fm400,Truck Head With Trailer
3679,L 120 E,Wheel Loader
3680,L 150 Wheel Loader,Wheel Loader
3681,Loader,Wheel Loader
3682,N 10 Tipper Truck,Tipper Truck
3683,Nl 12,Oil Tanker
3684,S 40,Sedan
3685,S 40,Unknown
3686,S 60,Saloon
3687,S 60,Sedan
3688,S 80,Sedan
3689,S 90,Sedan
3690,S40,Saloon
3691,S80,Saloon
3692,Sd100 Cd,Roller
3693,Truck,Recovery Truck
3694,Truck With Fuel Tanker,Truck  With Tail Lift
3695,V 70,Station Wagon
3696,V 70,SUV
3697,V40,Hatchback
3698,V40,SUV
3699,V60,Estate
3700,V70,Estate
3701,V70,Sedan
3702,V90,Estate
3703,Xc 60,Saloon
3704,Xc 60,Station Wagon
3705,Xc 60,SUV
3706,Xc 70,Sedan
3707,Xc40,SUV
3708,Xc70,Estate
3709,Xc70,Saloon
3710,Xc90,SUV
3711,3742 Ss,Truck
3712,Western Star,Truck
3713,Western Star,Water Tanker
3714,Milling Machine,Asphalt
3715,Milling Machine,Saloon
3716,Fdg6810c,Bus
3717,100,Mobike
3718,Fz-16,Mobike
3719,Fz1-S,Mobike
3720,Fz1-S,Sedan
3721,Mt-07,Mobike
3722,Sr 250,Mobike
3723,Sz150,Mobike
3724,Sz16r,Mobike
3725,Yzf-R1,Mobike
3726,Yzf-R6,Mobike
3727,Sr,Mobike Electric
3728,Yumsun,Mini Van
3729,Zna 2.4 Sc,Pick-Up
